"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.513454333E0,-2.766546936E0,3.846251678E0,5.091212769E0,6.954702106E0
2.523428333E0,-3.219954071E0,3.923640747E0,5.239703979E0,7.295036581E0
2.533402334E0,-3.758534088E0,3.911066895E0,5.517675934E0,7.737426604E0
2.543377333E0,-4.348906403E0,3.661984863E0,6.248156891E0,8.447637810E0
2.553351333E0,-4.738097076E0,3.363206177E0,7.111711121E0,9.183526270E0
2.563325333E0,-4.959786072E0,2.960842896E0,7.880512390E0,9.770800584E0
2.573299333E0,-5.018763428E0,2.523302765E0,8.581804047E0,1.025682231E1
2.583273333E0,-4.781656494E0,2.302811279E0,9.152716827E0,1.058014196E1
2.593247458E0,-4.334236908E0,2.150877228E0,9.583520966E0,1.073572338E1
2.603221458E0,-3.689078522E0,2.056273956E0,9.720037079E0,1.059795658E1
2.613195458E0,-3.065924377E0,1.986968079E0,9.499545593E0,1.017788293E1
2.623169458E0,-2.724035339E0,1.957479401E0,9.113199005E0,9.710946928E0
2.633143459E0,-2.719544678E0,1.996548157E0,8.547675018E0,9.189389317E0
2.643117458E0,-2.691253510E0,2.138153687E0,7.865842896E0,8.584056797E0
2.653092458E0,-2.684218140E0,2.328557739E0,7.184310150E0,8.015080817E0
2.663066458E0,-2.739752655E0,2.445314941E0,6.554270325E0,7.512940121E0
2.673040458E0,-2.657723236E0,2.573598175E0,5.958958282E0,7.013992029E0
2.683014459E0,-2.516417084E0,2.721191254E0,5.387596436E0,6.539375515E0
2.692988458E0,-2.406994629E0,2.784659271E0,4.967569885E0,6.182612794E0
2.702962458E0,-2.330952759E0,2.768343201E0,4.707261200E0,5.937623501E0
2.712936458E0,-2.257455597E0,2.702629852E0,4.641398163E0,5.826052763E0
2.722910458E0,-2.171534271E0,2.688708801E0,4.848118286E0,5.953903512E0
2.732884458E0,-1.964065704E0,2.892285461E0,5.465584259E0,6.488103003E0
2.742858458E0,-1.984123993E0,3.040327606E0,6.227948914E0,7.208861744E0
2.752832458E0,-1.996548157E0,3.108585663E0,6.926546173E0,7.850258037E0
2.762807458E0,-1.728156281E0,3.404071198E0,7.954159241E0,8.822860878E0
2.772781458E0,-1.565145264E0,3.772305450E0,9.510921936E0,1.035072964E1
2.782755458E0,-1.701960754E0,4.174219666E0,1.119447098E1,1.206801395E1
2.792729458E0,-2.036814423E0,4.483027496E0,1.287951691E1,1.378869480E1
2.802703458E0,-2.607876892E0,4.612657928E0,1.477307922E1,1.569463299E1
2.812677458E0,-3.421435089E0,4.770280151E0,1.676558578E1,1.776363300E1
2.822651458E0,-4.660109253E0,4.861739960E0,1.832893478E1,1.952698092E1
2.832625458E0,-5.979016571E0,4.985532532E0,1.907034302E1,2.059811051E1
2.842599459E0,-7.008425903E0,5.506598969E0,1.872845398E1,2.074115846E1
2.852573458E0,-8.421487427E0,4.800966339E0,1.792567337E1,2.037892279E1
2.862547458E0,-9.112749939E0,4.013453979E0,1.844883545E1,2.096448315E1
2.872521458E0,-8.551417236E0,4.563110962E0,1.889505753E1,2.123609939E1
2.882496458E0,-7.376360779E0,5.841452637E0,1.847278564E1,2.073106550E1
2.892470459E0,-6.302194519E0,6.290668488E0,1.704834778E1,1.923372891E1
2.902444458E0,-5.578898621E0,5.536985779E0,1.587359070E1,1.771308000E1
2.912418458E0,-4.791535950E0,5.628146210E0,1.548859131E1,1.716191444E1
2.922392458E0,-4.418811035E0,5.598657532E0,1.537707321E1,1.695067071E1
2.932366458E0,-4.488416290E0,4.608466644E0,1.545521072E1,1.674059091E1
2.942340459E0,-4.444108429E0,3.430715790E0,1.584410202E1,1.680938665E1
2.952314458E0,-4.138893127E0,2.337089996E0,1.608989090E1,1.677727675E1
2.962288458E0,-3.893403625E0,1.401535492E0,1.562884964E1,1.616736944E1
2.972262458E0,-3.568579102E0,1.018781433E0,1.440649155E1,1.487681656E1
2.982236458E0,-3.218307495E0,1.006956024E0,1.262220200E1,1.306489368E1
2.992210458E0,-2.796784058E0,1.018931122E0,1.034663406E1,1.076629268E1
3.002185458E0,-2.320624237E0,1.045875092E0,8.123606873E0,8.513057041E0
3.012159458E0,-2.090103607E0,1.058598633E0,6.339167633E0,6.758269781E0
