"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.984514917E0,1.297651520E0,4.593797150E0,7.642657013E0,9.010942123E0
1.994488917E0,1.199006653E0,4.662354584E0,7.527995453E0,8.935652341E0
2.004462917E0,1.124761047E0,4.775968323E0,7.583979034E0,9.032812343E0
2.014437917E0,1.096170502E0,4.816384277E0,7.705975342E0,9.153207265E0
2.024411917E0,1.038989410E0,4.784051514E0,7.808661804E0,9.216390131E0
2.034385917E0,9.509724426E-1,4.665797424E0,7.750283203E0,9.096202720E0
2.044359917E0,7.464976501E-1,4.511618042E0,7.612120514E0,8.880108942E0
2.054333917E0,4.652325439E-1,4.373605042E0,7.478149109E0,8.675688818E0
2.064307917E0,2.685415649E-1,4.339625702E0,7.387737122E0,8.572229907E0
2.074281917E0,1.393601990E-1,4.422253876E0,7.366780701E0,8.593323484E0
2.084256917E0,9.071136475E-2,4.513713684E0,7.462132416E0,8.721540000E0
2.094230917E0,1.321751404E-1,4.559219055E0,7.506290588E0,8.783413178E0
2.104204917E0,1.332229614E-1,4.584067383E0,7.411537628E0,8.715636072E0
2.114178917E0,5.613327026E-2,4.649780731E0,7.244634705E0,8.608620319E0
2.124152917E0,-6.496490479E-2,4.786446533E0,7.072642365E0,8.540290444E0
2.134126917E0,-1.032852173E-1,5.014721832E0,6.920858002E0,8.547302403E0
2.144100917E0,-4.221221924E-2,5.208419037E0,6.963668976E0,8.696096615E0
2.154075917E0,8.741821289E-2,5.329517212E0,6.990163879E0,8.790550991E0
2.164049917E0,1.833686829E-1,5.440885620E0,7.048542480E0,8.906110908E0
2.174023917E0,2.152523804E-1,5.579497375E0,7.187453613E0,9.101462190E0
2.183997917E0,2.721340942E-1,5.682034149E0,7.520361328E0,9.429496463E0
2.193971917E0,3.571572876E-1,5.630840607E0,7.890391846E0,9.700113955E0
2.203945917E0,4.620890808E-1,5.594765625E0,8.179291077E0,9.920470313E0
2.213919917E0,5.228627014E-1,5.675298157E0,8.386011200E0,1.013940720E1
2.223894917E0,5.771997070E-1,5.841302948E0,8.602760468E0,1.041448353E1
2.233868917E0,6.866221619E-1,5.926326141E0,8.776848450E0,1.061253317E1
