"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.976252083E0,1.361269226E1,-4.978946228E0,-7.363188171E-1,1.451335459E1
1.986220084E0,1.274210266E1,-6.850803680E0,6.996450806E-1,1.448392884E1
1.996188084E0,1.201311859E1,-9.000932465E0,2.300116882E0,1.518625501E1
2.006156084E0,1.232701584E1,-9.224417725E0,6.242019653E-2,1.539639887E1
2.016124084E0,1.151121231E1,-9.265731812E0,-1.367107086E0,1.484017441E1
2.026092084E0,1.088790848E1,-8.010442200E0,-2.888692932E0,1.382238337E1
2.036060084E0,9.582772522E0,-6.288572845E0,-3.435356140E0,1.196567380E1
2.046028084E0,6.970404968E0,-6.177054749E0,-4.637206879E0,1.040414525E1
2.055996084E0,4.764442291E0,-7.179220734E0,-5.751489716E0,1.035957309E1
2.065964084E0,5.128036194E0,-7.114106140E0,-4.384831696E0,9.804795275E0
2.075932084E0,6.872358856E0,-4.350552979E0,-7.593708801E-1,8.169043494E0
2.085900084E0,8.103249207E0,-7.435038757E-1,1.561403046E0,8.285736249E0
2.095868084E0,9.671238556E0,1.144070892E0,1.054407349E0,9.795587183E0
2.105837083E0,9.927206268E0,1.336570587E0,-3.601510620E-1,1.002325067E1
2.115805083E0,8.602461090E0,3.591032410E-1,-1.559756470E-1,8.611365765E0
2.125773083E0,7.429200897E0,4.370910645E-2,-1.219963074E-1,7.430331053E0
2.135741083E0,7.325616302E0,2.607577515E-1,-1.362167358E-1,7.331521248E0
2.145709083E0,8.324638824E0,4.326004028E-1,3.454815674E-1,8.343027759E0
2.155677083E0,1.072414902E1,9.927355957E-1,9.160949707E-1,1.080889107E1
2.165645083E0,9.989626465E0,3.640429688E-1,1.080303497E0,1.005446268E1
2.175613083E0,7.929011536E0,1.197509766E-2,2.419119415E0,8.289843550E0
2.185581083E0,6.454278259E0,-9.379495239E-1,2.691552887E0,7.055629958E0
2.195549083E0,3.299588470E0,-2.529739380E0,-1.419647827E0,4.393434347E0
2.205517083E0,1.232387238E0,-1.937570801E0,-3.340303802E0,4.053466221E0
2.215485083E0,5.836363220E-1,5.119354248E-2,-4.290827179E0,4.330640832E0
2.225453083E0,2.292183380E0,2.027833099E0,-4.634662170E0,5.553945009E0
2.235421083E0,6.397995300E0,3.582200775E0,-2.714904327E0,7.819028825E0
2.245389083E0,1.213316895E1,4.273612976E0,2.880010986E-1,1.286703156E1
2.255357083E0,1.534099823E1,3.803740082E0,2.382894745E0,1.598414379E1
2.265325083E0,1.542632080E1,2.871179352E0,2.339485016E0,1.586468514E1
2.275294084E0,1.352377716E1,1.644480286E0,8.095166016E-1,1.364742398E1
2.285262084E0,1.062310913E1,-4.445755005E-2,-4.535568237E-1,1.063288004E1
2.295230084E0,6.703060913E0,-6.982978821E-1,-3.802243195E0,7.737938928E0
2.305198084E0,4.213438110E0,-7.078779602E-1,-5.207969971E0,6.736252900E0
2.315166084E0,4.943919067E0,-7.033872986E-1,-8.054750061E-1,5.058248652E0
2.325134084E0,6.691684570E0,2.739303589E-2,2.348616028E0,7.091924281E0
2.335102084E0,8.234376526E0,1.963017883E0,9.083111572E-1,8.513719818E0
2.345070084E0,8.243657227E0,2.991229706E0,-7.152127075E-1,8.798685631E0
2.355038084E0,7.304061127E0,2.971919861E0,-8.666976929E-1,7.933018435E0
2.365006084E0,4.932692413E0,2.128274231E0,-1.269360352E0,5.520170409E0
2.374974084E0,1.482966156E0,6.840774536E-2,-1.416953430E0,2.052224467E0
2.384942084E0,-2.164049835E0,-3.676354980E0,1.603166199E-1,4.269004457E0
2.394910084E0,-4.343667297E0,-7.403304749E0,1.474284210E0,8.709183700E0
2.404878084E0,-3.010689240E0,-9.095984802E0,8.637039185E-2,9.581682997E0
2.414846084E0,-9.879455566E-2,-8.748108215E0,-2.704575806E0,9.157176858E0
2.424814084E0,5.357359314E0,-7.269932098E0,-5.732479248E0,1.069647278E1
